id_pedido,id_cliente,data_compra,id_produto,categoria_produto,valor_monetario
e481f51cbdc54678b7cc49136f2d6af7,7c396fd4830fd04220f754e42b4e5bff,2017-10-02,87285b34884572647811a353c7ac498a,utilidades_domesticas,38.71
53cdb2fc8bc7dce0b6741e2150273451,af07308b275d755c9edb36a90c618231,2018-07-24,595fac2a385ac33a80bd5114aec74eb8,perfumaria,141.46
47770eb9100c2d0c44946d9cf07ec65d,3a653a41f6f9fc3d2a113cf8398680e8,2018-08-08,aa4383b373c6aca5d8797843e5594415,automotivo,179.12
949d5b44dbf5de918fe9c16f97b45f8a,7c142cf63193a1473d2e66489a9ae977,2017-11-18,d0b61bfb1de832b15ba9d266ca96e5b0,pet_shop,72.2
ad21c59c0840e6cb83a9ceb5573f8159,72632f0f9dd73dfee390c9b22eb56dd6,2018-02-13,65266b2da20d04dbe00c5c2d3bb7859e,papelaria,28.619999999999997
